DF#,City,County,State,TweetLoc,RatioFuzzy
591,ketchikan,ketchikan gateway,alaska, ,100
592,san francisco,san francisco,california, san francisco,100
593,fort lauderdale,broward,florida, fort lauderdale fl,84
594,pago pago,american samoa,american samoa, america,100
595,lake saint louis,saint charles,missouri, st. louis mo,77
596,columbia city,columbia,oregon, luxembourg city luxembourg   ,59
597,ketchikan,ketchikan gateway,alaska, ,100
598,ty ty,tift,georgia, georgia usa,80
599,natchitoches,natchitoches,louisiana, louisiana,100
600,east peoria,tazewell,illinois, tourian zebes,64
601,columbia city,columbia,oregon, luxembourg city luxembourg   ,59
602,ketchikan,ketchikan gateway,alaska, ,100
603,ketchikan,ketchikan gateway,alaska, ,100
604,tinian,northern mariana islands,northern marianas, northern nj usa,69
605,kosrae,federated states of micro,micronesia, united states,71
606,arch cape,clatsop,oregon, ca,100
607,stamford,fairfield,connecticut, connecticut usa,86
608,french camp,san joaquin,california, ca. usa,75
609,wilder,overton,tennessee, tennessee usa,83
610,ketchikan,ketchikan gateway,alaska, ,100
611,cabool,texas,missouri, texas usa,80
612,jesup,wayne,georgia, with jesus by the sea,57
613,parcel return service,district of columbia,dist. of columbia, columbia md,92
614,bland,bland,virginia, indiana/virginia,71
615,ketchikan,ketchikan gateway,alaska, ,100
616,ketchikan,ketchikan gateway,alaska, ,100
617,ketchikan,ketchikan gateway,alaska, ,100
618,mingo,champaign,ohio, trump twitter campaign ohio,77
619,ketchikan,ketchikan gateway,alaska, ,100
620,sikes,winn,louisiana, louisiana usa,83
621,marcola,lane,oregon, cola ,83
622,scottsbluff,scotts bluff,nebraska, on the bluff,69
623,ketchikan,ketchikan gateway,alaska, ,100
624,quicksburg,shenandoah,virginia, shenandoah tx,86
625,beaumont,butler,kansas, beaumont tx,83
626,kosrae,federated states of micro,micronesia, united states of america,72
627,ketchikan,ketchikan gateway,alaska, ,100
628,kennewick,benton,washington, kennewick wa,77
629,bland,bland,virginia, indiana/virginia,71
630,ketchikan,ketchikan gateway,alaska, ,100
631,parcel return service,district of columbia,dist. of columbia, columbia md,92
632,ketchikan,ketchikan gateway,alaska, ,100
633,west brooklyn,lee,illinois, brooklyn ny,83
634,kosrae,federated states of micro,micronesia, united states,71
635,tichnor,arkansas,arkansas, kansas usa,82
636,truckee,nevada,california, california,100
637,pago pago,american samoa,american samoa, god bless america!,58
638,ketchikan,ketchikan gateway,alaska, ,100
639,mount washington,coos,new hampshire, washington d.c. ,82
640,ketchikan,ketchikan gateway,alaska, ,100
641,sac city,sac,iowa, music city usa - nashvegas,71
642,california,saint marys,maryland, california usa,87
643,danville,yell,arkansas, danville ky,83
644,ketchikan,ketchikan gateway,alaska, ,100
645,kosrae,federated states of micro,micronesia, united states,71
646,ketchikan,ketchikan gateway,alaska, ,100
647,rutledge,scotland,missouri, scotland,100
648,kosrae,federated states of micro,micronesia, united states,71
649,ketchikan,ketchikan gateway,alaska, ,100
650,ketchikan,ketchikan gateway,alaska, ,100
651,volcano,hawaii,hawaii, hawaii usa,82
652,cabool,texas,missouri, texas usa,80
653,ketchikan,ketchikan gateway,alaska, ,100
654,yorkville,kendall,illinois, central illinois,82
655,tallahassee,leon,florida, tallahasseee fl ,82
656,skagway,skagway,alaska, usa,75
657,ketchikan,ketchikan gateway,alaska, ,100
658,california,saint marys,maryland, california usa,87
659,leeds,benson,north dakota, leeds england,64
660,detroit,marion,oregon, detroit mi,82
661,indianapolis,marion,indiana, indianapolis in,81
662,kosrae,federated states of micro,micronesia, united states,71
663,ketchikan,ketchikan gateway,alaska, ,100
664,ketchikan,ketchikan gateway,alaska, ,100
665,ketchikan,ketchikan gateway,alaska, ,100
666,ratcliff,houston,texas, houston tx,91
667,kosrae,federated states of micro,micronesia, united states of america,72
668,whitehorse,dewey,south dakota, deep south,82
669,ketchikan,ketchikan gateway,alaska, ,100
670,leola,grant,arkansas, making the world great again!!,60
671,port charlotte,charlotte,florida, charlotte nc,92
672,north chicago,lake,illinois, chicago il,91
673,ketchikan,ketchikan gateway,alaska, ,100
674,truckee,nevada,california, california,100
675,carlsbad,san diego,california, carlsbad ca,83
676,ketchikan,ketchikan gateway,alaska, ,100
677,lewisburg,marshall,tennessee, nashville tennessee,82
678,wren,van wert,ohio, somewhere west of philly,61
679,ketchikan,ketchikan gateway,alaska, ,100
680,ketchikan,ketchikan gateway,alaska, ,100
681,altha,calhoun,florida, columbia county florida usa,71
682,mountain village,wade hampton,alaska, sonyai village redding ca,62
683,kosrae,federated states of micro,micronesia, united states,71
684,dutch flat,placer,california, fl,100
685,ketchikan,ketchikan gateway,alaska, ,100
686,arch cape,clatsop,oregon, ca,100
687,ketchikan,ketchikan gateway,alaska, ,100
688,ketchikan,ketchikan gateway,alaska, ,100
689,ketchikan,ketchikan gateway,alaska, ,100
690,union,union,oregon, eugeneoregon,69
691,ketchikan,ketchikan gateway,alaska, ,100
692,ambler,northwest arctic,alaska, northwest usa,86
693,ketchikan,ketchikan gateway,alaska, ,100
694,ketchikan,ketchikan gateway,alaska, ,100
695,williamsport,maury,tennessee, williamsport md,88
696,american fork,utah,utah, america the beautiful,59
697,philadelphia,philadelphia,pennsylvania, philadelphiapa,93
698,nunam iqua,wade hampton,alaska, nunya biz ,64
699,ketchikan,ketchikan gateway,alaska, ,100
700,ketchikan,ketchikan gateway,alaska, ,100
701,manhattan,nye,nevada, manhattan ny,92
702,kosrae,federated states of micro,micronesia, united states,71
703,mid florida,seminole,florida, florida usa,83
704,orlando,logan,oklahoma, orlando fl,82
705,ketchikan,ketchikan gateway,alaska, ,100
706,atqasuk,north slope,alaska, not the closet,60
707,stamford,fairfield,connecticut, connecticut usa,86
708,ketchikan,ketchikan gateway,alaska, ,100
709,ketchikan,ketchikan gateway,alaska, ,100
710,ketchikan,ketchikan gateway,alaska, ,100
711,california,saint marys,maryland, california usa,87
712,quincy,grant,washington, quincy ma ,73
713,sikes,winn,louisiana, louisiana usa,83
714,manhattan,nye,nevada, manhattan ny,92
715,tanana,yukon koyukuk,alaska,nan,100
716,ketchikan,ketchikan gateway,alaska, ,100
717,panama city beach,bay,florida, panama city beach fl,86
718,cabool,texas,missouri, texas usa,80
719,anchorage,anchorage,alaska, nyc,75
720,grand island,erie,new york, grand island ne,88
721,south bend,young,texas, rt behind you,71
722,oklahoma city,oklahoma,oklahoma, oklahoma ,100
723,ketchikan,ketchikan gateway,alaska, ,100
724,ketchikan,ketchikan gateway,alaska, ,100
725,west nottingham,rockingham,new hampshire, nottingham/uk ,80
726,montebello,los angeles,california, montebello ca,79
727,ketchikan,ketchikan gateway,alaska, ,100
728,ketchikan,ketchikan gateway,alaska, ,100
729,stuart,martin,florida, florida,100
730,new virginia,warren,iowa, virginia,100
731,stuart,martin,florida, florida,100
732,longport,atlantic,new jersey, atlantis the lost empire,62
733,arch cape,clatsop,oregon, ca,100
734,west brooklyn,lee,illinois, brooklynny,82
735,kosrae,federated states of micro,micronesia, united states,71
736,ketchikan,ketchikan gateway,alaska, ,100
737,rolla,morton,kansas, kansas,100
738,new berlin,sangamon,illinois, berlin ,100
739,art,mason,texas, who cares as long as its funny,67
740,sikes,winn,louisiana, louisiana usa,83
741,san diego,san diego,california, san diego ca,100
742,ketchikan,ketchikan gateway,alaska, uk,67
743,ketchikan,ketchikan gateway,alaska, ,100
744,san diego,san diego,california, san diego ca,100
745,san diego,san diego,california, san diego ca,100
746,ketchikan,ketchikan gateway,alaska, ,100
747,ketchikan,ketchikan gateway,alaska, ,100
748,san diego,san diego,california, san diego ca,100
749,san diego,san diego,california, san diego ca,100
750,san diego,san diego,california, san diego ca,100
751,white mills,hardin,kentucky, kentucky usa,82
752,ketchikan,ketchikan gateway,alaska, ,100
753,san diego,san diego,california, san diego ca,100
754,washburn,grainger,tennessee, groningen,70
755,north miami beach,miami-dade,florida, miami beach,100
756,san diego,san diego,california, san diego ca,100
757,clearmont,nodaway,missouri, mons norway,75
758,boston,erie,new york, boston ma and newport me,65
759,california,saint marys,maryland, california usa,87
760,san diego,san diego,california, san diego ca,100
761,san diego,san diego,california, san diego ca,100
762,north palm springs,riverside,california, palm springs  cali,79
763,san diego,san diego,california, san diego ca,100
764,ketchikan,ketchikan gateway,alaska, ,100
765,eaton,gibson,tennessee, the great state of tennessee ,73
766,san diego,san diego,california, san diego ca,100
767,elmira,chemung,new york, new york,100
768,skagway,skagway,alaska, usa,75
769,stuart,martin,florida, florida,100
770,san diego,san diego,california, san diego ca,100
771,ketchikan,ketchikan gateway,alaska, ,100
772,palmdale,los angeles,california, los angeles california,100
773,san diego,san diego,california, san diego ca,100
774,ketchikan,ketchikan gateway,alaska, ,100
775,ketchikan,ketchikan gateway,alaska, ,100
776,ketchikan,ketchikan gateway,alaska, ,100
777,ketchikan,ketchikan gateway,alaska, ,100
778,ketchikan,ketchikan gateway,alaska, ,100
779,ketchikan,ketchikan gateway,alaska, ,100
780,miami,colfax,new mexico, miami fl,78
781,vassalboro,kennebec,maine, maine ,92
782,ketchikan,ketchikan gateway,alaska, ,100
783,virginia,saint louis,minnesota, virginia usa,85
784,calumet,canadian,oklahoma, alberta canada,73
785,kosrae,federated states of micro,micronesia, united states,71
786,golden,jefferson,colorado, cowdenbeathfifer  scotland,60
787,yemassee,hampton,south carolina, south carolina usa,88
788,california,saint marys,maryland, california usa,87
789,georgetown,cecil,maryland, maryland,100
790,newport beach,orange,california, newport beach ca,88
791,ketchikan,ketchikan gateway,alaska, ,100
792,ketchikan,ketchikan gateway,alaska, ,100
793,ketchikan,ketchikan gateway,alaska, ,100
794,ketchikan,ketchikan gateway,alaska, ,100
795,skagway,skagway,alaska, usa,75
796,ketchikan,ketchikan gateway,alaska, ,100
797,pelican,hoonah angoon,alaska, eic,75
798,el paso,el paso,texas, texas,100
799,ketchikan,ketchikan gateway,alaska, ,100
800,ketchikan,ketchikan gateway,alaska, ,100
801,new england,hettinger,north dakota, england,100
802,el reno,canadian,oklahoma, toronto canada,73
803,sebewaing,huron,michigan, hudson. michigan,88
804,ketchikan,ketchikan gateway,alaska, ,100
805,plainfield,waushara,wisconsin, plainfield in usa,78
806,oaks corners,ontario,new york, toronto ontario,75
807,kosrae,federated states of micro,micronesia, united states,71
808,ketchikan,ketchikan gateway,alaska, ,100
809,phoenix,jackson,oregon, phoenix az,82
810,bear river city,box elder,utah, gun barrel city tx,63
811,whittier,valdez cordova,alaska, twitter,75
812,marina del rey,los angeles,california, marina del rey ca,83
813,white mills,hardin,kentucky, kentucky usa,82
814,ketchikan,ketchikan gateway,alaska, ,100
815,ketchikan,ketchikan gateway,alaska, ,100
816,ketchikan,ketchikan gateway,alaska, ,100
817,laughlintown,westmoreland,pennsylvania, downtown portland,67
818,reserve,st john the baptist,louisiana, down the rabbit hole,62
819,new brighton,beaver,pennsylvania, brighton,100
820,ketchikan,ketchikan gateway,alaska, ,100
821,liverpool,onondaga,new york, liverpool england,72
822,ketchikan,ketchikan gateway,alaska, ,100
823,apache junction,pinal,arizona, apache junction az,84
824,el paso,el paso,texas, texas,100
825,pueblo of acoma,valencia,new mexico, tacoma wa,80
826,alpha,iron,michigan, snapchat - iamusician35,63
827,west mansfield,logan,ohio, mansfield oh,92
828,ketchikan,ketchikan gateway,alaska, ,100
829,skagway,skagway,alaska, usa,75
830,ketchikan,ketchikan gateway,alaska, ,100
831,nederland,jefferson,texas, the netherlands delft/thehague,56
832,saint george,washington,utah, washington usa,93
833,ketchikan,ketchikan gateway,alaska, ,100
834,kittrell,vance,north carolina, vancouver british columbia,67
835,ontario,richland,ohio, ontario canada,73
836,cabool,texas,missouri, texas usa,80
837,new philadelphia,tuscarawas,ohio, philadelphia,100
838,ketchikan,ketchikan gateway,alaska,413,0
839,fpo,nan, , ?????? / ???????,22
840,easton,leavenworth,kansas, east of eden,69
841,ketchikan,ketchikan gateway,alaska, ,100
842,providence,cache,utah, guangxi province china,69
843,athena,umatilla,oregon, the naughty corner,58
844,kosrae,federated states of micro,micronesia, united states,71
845,mid florida,seminole,florida, florida usa,83
846,mid florida,seminole,florida, florida usa,83
847,bushland,potter,texas, edinburgh and south tyneside ,62
848,clarkston,asotin,washington, washington,100
849,ketchikan,ketchikan gateway,alaska, ,100
850,columbus grove,putnam,ohio, cølumbus oh // bgsu |-/,50
851,westhoff,de witt,texas, the lowest of the low desert,59
852,pea ridge,benton,arkansas, ruhrgebiet,64
853,wrangell,wrangell,alaska, nw,67
854,iola,waupaca,wisconsin, wisconsin usa,83
855,wake island,honolulu,hawaii, honolulu hawaii,100
856,tsaile,apache,arizona, smack in the arizona desert,67
857,white earth,mountrail,north dakota, earth ,100
858,ketchikan,ketchikan gateway,alaska, ,100
859,eden,erie,new york, president bernie sanders!!!,67
860,kenmore,king,washington, working,75
861,mid florida,seminole,florida, florida usa,83
862,mustang,canadian,oklahoma, usa & canada,69
863,skagway,skagway,alaska, usa,75
864,kosrae,federated states of micro,micronesia, united states,71
865,twin oaks,delaware,oklahoma, delaware,100
866,california,saint marys,maryland, california usa,87
867,la canada flintridge,los angeles,california, canada,100
868,starbuck,columbia,washington, columbia sc,83
869,ketchikan,ketchikan gateway,alaska, ,100
870,ketchikan,ketchikan gateway,alaska, ,100
871,north palm springs,riverside,california, palm springs ca,88
872,ketchikan,ketchikan gateway,alaska, ,100
873,olney,young,texas, bloody fucking texas,71
874,ketchikan,ketchikan gateway,alaska, ,100
875,simi valley,ventura,california, venus,83
876,central city,somerset,pennsylvania, central ny state,71
877,kosrae,federated states of micro,micronesia, united states of america ,69
878,rochester mills,indiana,pennsylvania, rochester hills mi,84
879,ketchikan,ketchikan gateway,alaska, ,100
880,kosrae,federated states of micro,micronesia, united states,71
881,manhattan,nye,nevada, manhattan ny,92
882,easton,leavenworth,kansas, east of eden,69
883,ketchikan,ketchikan gateway,alaska, ,100
884,palmdale,los angeles,california, los angeles ca,100
885,wilder,overton,tennessee, tennessee,100
886,new virginia,warren,iowa, virginia,100
887,ketchikan,ketchikan gateway,alaska, ,100
888,west new york,hudson,new jersey, new york usa,85
889,triumph,la salle,illinois, trump land,73
890,ketchikan,ketchikan gateway,alaska, ,100
891,verdon,richardson,nebraska, richardson tx,86
892,ochopee,miami-dade,florida, 1180-1159,20
893,lower brule,lyman,south dakota, where are any of us,60
894,kosrae,federated states of micro,micronesia, united states,71
895,supai,coconino,arizona, concho arizona,80
896,palm harbor,pinellas,florida, palm harbor fl,80
897,california,saint marys,maryland, california usa,87
898,ketchikan,ketchikan gateway,alaska, ,100
899,truckee,nevada,california, california,100
900,ketchikan,ketchikan gateway,alaska, ,100
901,asotin,asotin,washington, washington d.c.,81
902,ketchikan,ketchikan gateway,alaska, ,100
