SN,ID,NAME,FinalCounty,Location1,Location2,,,,,,
1507,2843151641, Test_lives , WWE City, WWE City,,,,,,,
1508,180965632, rosheenamend ,,,,,,,,,
1509,319276183, terralynn68 , Blackshear GA/ Floridian, Blackshear, GA/ Floridian,,,,,,
1510,2762251732, lisam02184 , Braintree MA, Braintree, MA,,,,,,
1511,2349065176, whitebg19611 , earth, earth,,,,,,,
1512,293602749, QuieroUSA ,,,,,,,,,
1513,886912231, sydneyluv15 ,,,,,,,,,
1514,20381381, clk_1257 , Texas USA, Texas, USA,,,,,,
1515,2498953909, GEEPENNIN ,,,,,,,,,
1516,223896073, LauraWilsonGal , Southold NY, Southold, NY,,,,,,
1517,239152264, kswatchman , flyover country, flyover country,,,,,,,
1518,38100957, thecivilcomment , Nebraska, Nebraska,,,,,,,
1519,4031369063, lessguns , Greater Philadelphia Area PA, Greater Philadelphia Area, PA,,,,,,
1520,1277481013, CharCharbag , ft lauderdale florida, ft lauderdale, florida,,,,,,
1521,67503749, CarolMBoothe ,,,,,,,,,
1522,3410689588, FrenchForTrump , Miami FL, Miami, FL,,,,,,
1523,7.09779E+17, moran14_renee ,,,,,,,,,
1524,1393119763, DemonNinjaLlama , Tennessee USA, Tennessee, USA,,,,,,
1525,930776510, Chi2SoCal2LV ,,,,,,,,,
1526,4769536303, ToscaAusten , Manhattan NY, Manhattan, NY,,,,,,
1527,14725538, asbelmontes , lafayette la, lafayette, la,,,,,,
1528,7.09779E+17, moran14_renee ,,,,,,,,,
1529,4728538761, Jesse75451319 ,,,,,,,,,
1530,1315611218, Ronrbone , Nebraska USA, Nebraska, USA,,,,,,
1531,22631445, ChrisMillsCCN , Phoenix AZ, Phoenix, AZ,,,,,,
1532,42683999, portdauphin , Alabama USA, Alabama, USA,,,,,,
1533,1646652542, RMS_Tango , Bend OR, Bend, OR,,,,,,
1534,4854174275, TomBigtom77 , North Dakota USA, North Dakota, USA,,,,,,
1535,860337132, shelbydoll1 ,,,,,,,,,
1536,4857707848, dharris1542 ,,,,,,,,,
1537,1938948913, LocoLobo79 , #21stCenturyConservative, #21stCenturyConservative,,,,,,,
1538,48215218, bend_time , LA, LA,,,,,,,
1539,58188416, YankInGeorgia , I am here where I am., I am here where I am.,,,,,,,
1540,296834171, HumphreyBohun , Wien, Wien,,,,,,,
1541,7.12382E+17, TexHellCat , Texas USA, Texas, USA,,,,,,
1542,35414382, JoeFL65 , Southwest Floridae, Southwest Floridae,,,,,,,
1544,740874799, chrgdup1973 , #TrumpTrain, #TrumpTrain,,,,,,,
1545,4086424329, marineshamus ,,,,,,,,,
1546,986137219, TatsNHeelz , Oklahoma, Oklahoma,,,,,,,
1547,563101204, 8ironchip , NJ- U got a problem with that?, NJ- U got a problem with that?,,,,,,,
1548,47253430, BamaStephen , Alabama, Alabama,,,,,,,
1549,15395753, willcollier , Atlanta GA, Atlanta, GA,,,,,,
1550,813311743, NumbersMuncher ,,,,,,,,,
1551,3407362587, brant_roger ,,,,,,,,,
1552,466864852, BoSnerdley , Southern Command, Southern Command,,,,,,,
1553,2817648806, AndrewRalph7 , Meath Ireland, Meath, Ireland,,,,,,
1554,3044026540, TheNoxemaGirl ,,,,,,,,,
1555,1420998086, TipToe51 , East Tennessee, East Tennessee,,,,,,,
1556,3170577155, kessmom22 , New Jersey USA, New Jersey, USA,,,,,,
1557,3283723057, Lisa22545183 , Georgia USA, Georgia, USA,,,,,,
1558,134976956, MikeDBears34 , Atlanta  GA, Atlanta,  GA,,,,,,
1559,7.04093E+17, Tambor200 , North Carolina USA, North Carolina, USA,,,,,,
1560,7.03366E+17, tooyoung65 , United States, United States,,,,,,,
1561,16124531, MalcolmOutLoud ,,,,,,,,,
1562,493496429, ettamaem ,,,,,,,,,
1563,16899981, joewardpr , Cape Breton Nova Scotia, Cape Breton, Nova Scotia,,,,,,
1564,1732070107, Latheman1791 , Ohio, Ohio,,,,,,,
1565,3010052075, AlexSmith1964 , London Somewhere, London Somewhere,,,,,,,
1566,4784596178, keywestcliff2 , Key West FL, Key West, FL,,,,,,
1567,286179981, JamesBham , Pelham/Alabaster, Pelham/Alabaster,,,,,,,
1568,21026095, jccolyer , Seaside HeightsNJ USA, Seaside Heights,NJ ,USA,,,,,
1569,3107789626, MistahOso , somewhere in the north., somewhere in the north.,,,,,,,
1570,4855352961, AlisonLayell ,,,,,,,,,
1571,715261196, RickBaker17 , PA, PA,,,,,,,
1572,7.00909E+17, jasonandrewsol , San Antonio TX, San Antonio, TX,,,,,,
1573,17012466, LeftCoastLarry , Convergence Zone WA, Convergence Zone, WA,,,,,,
1574,7.02865E+17, DonaId_Trump_ ,,,,,,,,,
1575,3598959794, ver_wey , Colorado USA, Colorado, USA,,,,,,
1576,863913246, rbdorsett , Frederick MD, Frederick, MD,,,,,,
1577,400294294, birrdytalk , ohio, ohio,,,,,,,
1578,227064026, shotwave , Jackson MS 601-405-9622, Jackson, MS 601-405-9622,,,,,,
1579,65678753, Padoozles , Fort Worth Texas  (#DFW #TX), Fort Worth, Texas  (#DFW #TX),,,,,,
1580,615360297, DianneSteiner ,,,,,,,,,
1581,159230211, tammytabby , Georgia, Georgia,,,,,,,
1582,3410667189, DGrant39107133 ,,,,,,,,,
1583,322889609, MargaritaCarab1 ,,,,,,,,,
1584,263628367, okiephilosopher , Oklahoma City Ok, Oklahoma City, Ok,,,,,,
1585,832442269, studridergxsr ,,,,,,,,,
1586,4592999661, dabstweets , Knoxville TN, Knoxville, TN,,,,,,
1587,363157939, abruchs , Washington DC, Washington DC,,,,,,,
1588,3543304213, AACCaucus ,,,,,,,,,
1589,3550618826, AACConf ,,,,,,,,,
1590,1661566926, TPartyScott , Chandler AZ USA, Chandler, AZ USA,,,,,,
1591,600467609, DemocracyMotion ,,,,,,,,,
1592,7.02865E+17, DonaId_Trump_ ,,,,,,,,,
1593,7.10272E+17, ed_grimly ,,,,,,,,,
1594,1865674987, makeliberalscry , River Oaks Houston, River Oaks, Houston,,,,,,
1595,1638132391, Taylor_Pechin ,,,,,,,,,
1596,32452446, JewelsinMo ,,,,,,,,,
1597,33020165, BetsMiller_64 , Indiana, Indiana,,,,,,,
1598,7.06339E+17, Kathywa48814788 ,,,,,,,,,
1599,3309967506, AmyRose77253769 ,,,,,,,,,
1600,389987139, TheStoicSeer , look behind you, look behind you,,,,,,,
1601,4504524141, DHW2016 , Ohio USA, Ohio, USA,,,,,,
1602,3265850268, oneontadave , Oneonta NY, Oneonta, NY,,,,,,
1603,28277980, Amaliada , Langley Washington, Langley, Washington,,,,,,
1604,67787696, attytray ,,,,,,,,,
1605,127422371, rammer0100 , alta loma california, alta loma, california,,,,,,
1606,454323057, murmiles , People's Republic of Broward, People's Republic of Broward,,,,,,,
1607,103000520, AdamShah1972 ,,,,,,,,,
1608,15964481, ostrom , Pacific Northwest, Pacific Northwest,,,,,,,
1609,433327429, OmarBradley5 ,,,,,,,,,
1610,461409282, deborahrieck , orange virginia, orange virginia,,,,,,,
1611,29929522, Immune30 ,,,,,,,,,
1612,433158220, trusttoverify ,,,,,,,,,
1613,466109180, sunne1954 , seaview wa  usa, seaview, wa  usa,,,,,,
1614,368431045, Scott_In_Worc , Worcester Massachusetts USA, Worcester Massachusetts USA,,,,,,,
1615,24101774, SethP23 , ATL, ATL,,,,,,,
1616,53503202, kharyp , WI 5th Congressional District, WI 5th Congressional District,,,,,,,
1617,4827828404, bcnaturelady , United States, United States,,,,,,,
1618,4221892522, rose10052 , mid west, mid west,,,,,,,
1619,109854452, ohiomail , New York, New York,,,,,,,
1620,7.03468E+17, NeverNeverTrump , United States, United States,,,,,,,
1621,1558571143, MErb1962 ,,,,,,,,,
1622,423219576, Teeroyd , montana, montana,,,,,,,
1623,3328231984, claudia_dior , New York USA, New York, USA,,,,,,
1624,951225554, BobSmith4152 , San Francisco, San Francisco,,,,,,,
1625,2923910956, mwbrown51358 ,,,,,,,,,
1626,7.13351E+17, RoseLeon111 , United States, United States,,,,,,,
1627,971712865, 745h74 ,,,,,,,,,
1628,7.19268E+17, NoTrumpEver , USA, USA,,,,,,,
1629,49835691, BushwackCA , The PROK (Kalifornia), The PROK (Kalifornia),,,,,,,
1630,563760715, RC5251 ,,,,,,,,,
1631,2190334998, boandsunny , boandsunny, boandsunny,,,,,,,
1632,44377087, DomusUSA , Atlanta GA, Atlanta, GA,,,,,,
1633,2473283400, joanndunn17 , monroe twp nj Spartanburg SC, monroe twp nj, Spartanburg SC,,,,,,
1634,3752361681, TroyBlayne ,,,,,,,,,
1635,4495687414, mezzsingchur ,,,,,,,,,
1636,496561306, TheFearFan , St. Louis, St. Louis,,,,,,,
1637,2188134819, sokicamz ,,,,,,,,,
1638,7.01224E+17, jimhen68 , Maryland USA, Maryland, USA,,,,,,
1639,164554495, rob_strifeheart , Minneapolis, Minneapolis,,,,,,,
1640,461409282, deborahrieck , orange virginia, orange virginia,,,,,,,
1641,569612713, dawalf ,,,,,,,,,
1642,7.02865E+17, DonaId_Trump_ ,,,,,,,,,
1643,490975532, larouti ,,,,,,,,,
1644,4240451052, politicaljunque ,,,,,,,,,
1645,20435808, HomerWhite ,,,,,,,,,
1646,7.12629E+17, rightwingsiren ,,,,,,,,,
1647,1267362949, Keeping__Real , Washington D.C., Washington, D.C.,,,,,,
1648,42222564, elavoie , Montreal, Montreal,,,,,,,
1649,3100086245, PolincoNews ,,,,,,,,,
1650,2163314342, Kaboom1776 , Binningen Schweiz, Binningen, Schweiz,,,,,,
1651,2305879171, satirist_indian , India, India,,,,,,,
1652,7.05041E+17, j_ronniej3333 , United States, United States,,,,,,,
1653,63843485, Tea4Freedom , Trumpville USA, Trumpville, USA,,,,,,
1654,255376157, Mark_B_707 , Greenville South Carolina, Greenville South Carolina,,,,,,,
1655,3285693535, RealRobertBoud ,,,,,,,,,
1656,57603422, Sanjay25_ , New York USA, New York, USA,,,,,,
1657,180542862, SaveAslave , USA, USA,,,,,,,
1658,23140272, christint ,,,,,,,,,
1659,136154921, bboneusa ,,,,,,,,,
1660,16274668, PennyFinn1 ,,,,,,,,,
1661,3309746437, shelleybear66 ,,,,,,,,,
1662,1850028188, ksuzi12 ,,,,,,,,,
1663,4140823399, cameo610cameo6 ,,,,,,,,,
1664,557789129, angelaj987 ,,,,,,,,,
1665,2178310401, concerningtimes ,,,,,,,,,
1666,40943744, gillatina ,,,,,,,,,
1667,864687984, aubrey111 ,,,,,,,,,
1668,3665010436, stockpicker151 ,,,,,,,,,
1669,526346146, TCuccio ,,,,,,,,,
1670,60667165, hwhittle74 , Tennessee, Tennessee,,,,,,,
1671,2954831674, mandersonhare1 , Colorado, Colorado,,,,,,,
1672,20435808, HomerWhite ,,,,,,,,,
1673,7.05455E+17, mcconnelljamesp , United States - New Hampshire, United States - New Hampshire,,,,,,,
1673,7.05455E+17, mcconnelljamesp , United States - New Hampshire, United States - New Hampshire,,,,,,,
1674,2936207691, meowupatree , , ,,,,,,,
1675,4861660360, TrumpRallyUSA , Virginia/North Carolina , Virginia/North Carolina ,,,,,,,
1676,2874567659, drdianerobinson , Michigan formerly Brooklyn NY, Michigan formerly Brooklyn NY,,,,,,,
1677,999274772, aviramof , , ,,,,,,,
1678,7.18799E+17, FoxPatriotX , Sharia-free zone, Sharia-free zone,,,,,,,
1679,822363751, AAmerican4USA , God Bless The USA and ALABAMA, God Bless The USA and ALABAMA,,,,,,,
1680,929070722, RSB_2020 , , ,,,,,,,
1681,49393232, jrarvelo , United States, United States,,,,,,,
1682,223719518, Redeemed1952 ,   ?COASTAL PLAINS NC??,   ?COASTAL PLAINS NC??,,,,,,,
1683,17980523, mitchellvii , Charlotte NC, Charlotte, NC,,,,,,
1684,115708495, sandeerella , , ,,,,,,,
1685,212598229, SonicPearl , In the boonies, In the boonies,,,,,,,
1686,4659513317, JOHNGARCIA1152 , California USA, California, USA,,,,,,
1687,26538104, CamBam8 , Fort Lauderdale FL, Fort Lauderdale, FL,,,,,,
1688,44356030, 3ative , United Kingdom, United Kingdom,,,,,,,
1689,2286014678, ggbootsrock , , ,,,,,,,
1690,921463050, gamecocksSecE , , ,,,,,,,
1691,2595431574, fabaceae , KY, KY,,,,,,,
1692,621468996, MbghikerPam , , ,,,,,,,
1693,4519799173, MarlaMHughes , Florida USA, Florida, USA,,,,,,
1695,49393232, jrarvelo , United States, United States,,,,,,,
1696,255734349, ARC4Freedom , USA, USA,,,,,,,
1697,7.14503E+17, carolinagirl217 , Greenville SC, Greenville, SC,,,,,,
1698,27590969, megunder , Sydney Australia, Sydney, Australia,,,,,,
1699,2909233365, JaiceHarmon , , ,,,,,,,
1700,7.04027E+17, Kodie2038Donna , , ,,,,,,,
1701,16468814, RMcKitrick , Atlanta GA, Atlanta, GA,,,,,,
1702,25376806, ashkronos , New Delhi Delhi, New Delhi, Delhi,,,,,,
1703,1012186134, AZ_Truth , Arizona, Arizona,,,,,,,
1704,1375084074, 38_milo , New England , New England ,,,,,,,
1705,4696023295, DebiDkruse , , ,,,,,,,
1706,7.10503E+17, keepfreedom4us , Soon to be released, Soon to be released,,,,,,,
1707,2819993218, Brainykid2010 , , ,,,,,,,
1708,7.0629E+17, LionTedPride , American BORN, American BORN,,,,,,,
1709,248777189, andymoz78 , East England, East, England,,,,,,
1710,7.05815E+17, RebeccaFaussett , BUILD THAT WALL GOD BLESS YOU, BUILD THAT WALL, GOD BLESS YOU,,,,,,
1711,932961542, 00buzzkill , , ,,,,,,,
1712,135265578, Deedeemylove , Colorado, Colorado,,,,,,,
1713,3310255544, PeterMCourtis , , ,,,,,,,
1714,197642655, Malvenue , PRNJ, PRNJ,,,,,,,
1715,16468814, RMcKitrick , Atlanta GA, Atlanta, GA,,,,,,
1716,216109804, Bradly315 , Kent, Kent,,,,,,,
1717,107254637, William_Bain , London, London,,,,,,,
1718,3647712853, LindaGarriss , , ,,,,,,,
1719,16468814, RMcKitrick , Atlanta GA, Atlanta, GA,,,,,,
1720,54817980, NMSportster , Albuquerque NM , Albuquerque, NM ,,,,,,
1721,3647423237, angelinthepine , , ,,,,,,,
1722,4659513317, JOHNGARCIA1152 , California USA, California, USA,,,,,,
1723,3403519492, laura_lucas12 , London England, London, England,,,,,,
1724,4891488914, Spencer57727600 , , ,,,,,,,
1726,328093877, KimberleyMatt , London, London,,,,,,,
1727,389673559, zdboren , London, London,,,,,,,
1728,1635208298, simonithink , Land O Lakes FL, Land O Lakes, FL,,,,,,
1729,21416711, NormanGiller , Hampshire UK, Hampshire UK,,,,,,,
1730,3956041642, DebMeinhardt , Sorrento FL, Sorrento, FL,,,,,,
1731,7.15977E+17, bpw48506 , Michigan, Michigan,,,,,,,
1732,330623773, JRGrayThunder , Near the *OK=TX* Border Out in the Wild WILD West, Near the *OK=TX* Border Out in the Wild, WILD West,,,,,,
1733,229670513, BritishBerner , England United Kingdom, England, United Kingdom,,,,,,
1734,23354870, meganjeaux , Chicago IL, Chicago, IL,,,,,,
1735,4740090074, MohamedThePig , , ,,,,,,,
1736,2293002439, Kos_Cars , United States, United States,,,,,,,
1737,245729504, TriggaMikee , Pennsylvania NJ & NY, Pennsylvania, NJ, & NY,,,,,
1738,2980186012, CathyTo47590555 , USA , USA ,,,,,,,
1739,2904961932, evilscootus , Australia, Australia,,,,,,,
1740,110665271, BigKev67 , Melbourne Australia, Melbourne, Australia,,,,,,
1741,3006600919, RNcat50 , Tennessee USA, Tennessee, USA,,,,,,
1742,4908634933, Nindster , Florida, Florida,,,,,,,
1743,370919719, IreneBonsai , , ,,,,,,,
1744,7.05815E+17, RebeccaFaussett , BUILD THAT WALL GOD BLESS YOU, BUILD THAT WALL, GOD BLESS YOU,,,,,,
1745,462438783, Kevin_Kerrigan1 , Horsmonden Kent, Horsmonden, Kent,,,,,,
1746,53371954, LANIJO58 , Kentucky & Ohio, Kentucky & Ohio,,,,,,,
1747,48465189, SmallBrotherNWY , Kalahari Desert , Kalahari Desert ,,,,,,,
1748,2735511486, JoeFreedomLove , , ,,,,,,,
1749,319870311, joemonroe5 , South Carolina USA, South Carolina, USA,,,,,,
1750,7.22456E+17, hairbraininc , down the yellow brick road , down the yellow brick road ,,,,,,,
1751,703994049, AhearnTim , Florida, Florida,,,,,,,
1752,3281458244, abben_anna , , ,,,,,,,
1753,449967147, bluzius , Baltimore MD, Baltimore MD,,,,,,,
1754,398629033, RGTyler , Buckingham and Wokingham , Buckingham and Wokingham ,,,,,,,
1755,3272248910, MencarelliTim , U.S.A., U.S.A.,,,,,,,
1756,809402977, FedUpReport , USA, USA,,,,,,,
1757,1555331312, MARVINBURKY , , ,,,,,,,
1758,3038148793, whitten_melinda , Photo gallery, Photo gallery,,,,,,,
1759,631865146, NicholasTyrone , London, London,,,,,,,
1760,52441523, rendcc , Missouri, Missouri,,,,,,,
1761,20435808, HomerWhite , , ,,,,,,,
1762,4480906040, SylviaHandwerg4 , Texas USA, Texas, USA,,,,,,
1763,3128771203, Mariatweets3 , , ,,,,,,,
1764,727443992, AhmedMaccido , Abuja/Birmingham, Abuja/Birmingham,,,,,,,
1766,169907554, VWAudiPorsche , New Jersey / NYC , New Jersey / NYC ,,,,,,,
1767,3227414731, JeSuisMystere , Beautiful California, Beautiful California,,,,,,,
1768,546147078, InnesSteve , London UK, London, UK,,,,,,
1769,2608736072, A1DGroupie , Trinidad, Trinidad,,,,,,,
1770,212325834, SocialistCat , Indiana USA, Indiana, USA,,,,,,
1771,193257370, Smit_Meister , , ,,,,,,,
1772,1853894491, sa_cullen , Alton Hants, Alton, Hants,,,,,,
1773,1700275219, Entertainm_news , , ,,,,,,,
1774,784826947, jones4440 , Garland Texas, Garland, Texas,,,,,,
1775,1195841509, cecidecres , Toronto Canada, Toronto, Canada,,,,,,
1776,132779459, RedWolfArtist , Texas , Texas ,,,,,,,
1777,1533143322, dneilmckay , Around the Anglosphere, Around the Anglosphere,,,,,,,
1778,317882775, ThomasPilchard , , ,,,,,,,
1779,740432504, Mindmapk , Pakistan, Pakistan,,,,,,,
1780,363215700, NJ_Devil732 , Pullin Up On You Nigga, Pullin Up On You, Nigga,,,,,,
1780,363215700, NJ_Devil732 , Pullin Up On You Nigga, Pullin Up On You, Nigga,,,,,,
1781,2419766311, Sunset_USA , A van DOWN BY THE RIVER, A van DOWN BY THE RIVER,,,,,,,
1782,902596597, annepaezNOLA , New Orleans La., New Orleans, La.,,,,,,
1783,17590899, David_P_Mullins , Germany, Germany,,,,,,,
1784,2517661414, 1776Libertarian , NY, NY,,,,,,,
1785,620283948, seekstruth2 , Fracked-up Colorado :( , Fracked-up Colorado :( ,,,,,,,
1786,15363308, gntlman , Mesquite Texas, Mesquite, Texas,,,,,,
1787,1963571004, HahnAmerica , Houston Texas. , Houston, Texas. ,,,,,,
1788,72350324, OldMarine1 , Louisville KY, Louisville, KY,,,,,,
1789,2695607438, ZnMsash1 , eGoli naseThekwini RSA, eGoli naseThekwini, RSA,,,,,,
1790,417447785, mbms4 , Texas USA, Texas, USA,,,,,,
1791,322261146, laymandarryl , Martinsburg WV, Martinsburg, WV,,,,,,
1792,26459660, RTHTGakaRoland , #tcot #tlot #tgdn #nra #jpfo, #tcot #tlot #tgdn #nra #jpfo,,,,,,,
1793,15773072, galacticasitrep , Los Angeles CA, Los Angeles, CA,,,,,,
1794,631865146, NicholasTyrone , London, London,,,,,,,
1795,7.10023E+17, AndreeaAnghel56 , Craiova România, Craiova, România,,,,,,
1796,28031362, tahDeetz , Atlanta Ga, Atlanta, Ga,,,,,,
1797,3006600919, RNcat50 , Tennessee USA, Tennessee, USA,,,,,,
1798,7.06249E+17, dogmon1984 , Colorado USA, Colorado, USA,,,,,,
1799,24321039, BuckeyePeach , , ,,,,,,,
1800,62829146, txjean2014 , TX, TX,,,,,,,
1801,835670628, PaulNewell4 , Manhattan Beach CA, Manhattan Beach, CA,,,,,,
1802,20110886, MichaelOlhava , Washington USA, Washington, USA,,,,,,
1803,491461409, ChrisLoesch , Dallas TX, Dallas, TX,,,,,,
1804,1140059360, glopol_analysis , , ,,,,,,,
1805,34309735, Cindy_twtr , Florida USA, Florida, USA,,,,,,
1806,2565505074, CandidMedia , India, India,,,,,,,
1807,130377628, pdstafford , Melbourne Australia, Melbourne, Australia,,,,,,
1808,47554499, AlwaysThinkHow , USA, USA,,,,,,,
1809,148731984, AugusTyme , England, England,,,,,,,
1810,567626521, jko417 , United States, United States,,,,,,,
1811,395552299, nivenus , Oregon, Oregon,,,,,,,
1812,3925208006, Holly10410 , , ,,,,,,,
1813,215154964, MissT117 , Sitting on the stoop, Sitting on the stoop,,,,,,,
1814,2228806220, LishySmith94 , Indiana, Indiana,,,,,,,
1815,2786065645, the_dww , Georgia USA, Georgia, USA,,,,,,
1816,1202315911, bradshaw_gunnar , , ,,,,,,,
1817,40173650, robinsnewswire , Flying The Web For News, Flying The Web For News,,,,,,,
1818,2431107457, LiveNewsyTweets , , ,,,,,,,
1819,7.05397E+17, pessell_anna , Conservative USA, Conservative USA,,,,,,,
1820,501468491, RebeccaMarkell , , ,,,,,,,
1821,2910776820, bumperlaurie2 , East Altoona PA, East Altoona, PA,,,,,,
1822,390389489, ShaShaKayla17 , Greensboro NC, Greensboro, NC,,,,,,
1823,2838117615, phineasfrogg , Boston MA USA, Boston, MA, USA,,,,,
1824,1096368456, CraigRBrittain , Phoenix AZ, Phoenix, AZ,,,,,,
1825,4467055474, skippergreekisl , Kalymnos , Kalymnos ,,,,,,,
1826,3310011989, TrumpMA , Massachusetts USA, Massachusetts, USA,,,,,,
1827,880915572, HoppMar , Scottsdale AZ, Scottsdale, AZ,,,,,,
1828,2287887180, AuditTheMedia , Phoenix AZ, Phoenix, AZ,,,,,,
1829,565112744, clark7950 , , ,,,,,,,
1830,2922472205, WaysOfNephilim , Limbo Made Punk, Limbo Made Punk,,,,,,,
1831,3397707766, Svitlan05143699 , Palm Beach Florida USA, Palm Beach, Florida, USA,,,,,
1832,1700204558, FredOneonine , Planet Earth, Planet Earth,,,,,,,
1833,419161723, robegan3 , Tucson AZ, Tucson, AZ,,,,,,
1834,126636133, tinkitk , Southern Calif., Southern Calif.,,,,,,,
1835,2315472732, c_johnes , Cardiff Wales, Cardiff, Wales,,,,,,
1836,95454377, AptDirector , nationwide, nationwide,,,,,,,
1837,2908352231, Ncoft , USA, USA,,,,,,,
1838,611760392, tom_ass29 , Pittsburgh PA, Pittsburgh, PA,,,,,,
1839,291858587, DimeStoreNinja , Hiding in plain sight., Hiding in plain sight.,,,,,,,
1840,262642238, gmcnhawkeye , , ,,,,,,,
1841,1564742318, cudisyd , , ,,,,,,,
1842,1607967380, walshr108 , UK, UK,,,,,,,
1843,3306237726, BirmanMichael , California USA, California, USA,,,,,,
1844,95665932, abimaelacosta , Los Angeles California, Los Angeles, California,,,,,,
1845,25002819, LibertySeeds , Belly o' the beast, Belly o' the beast,,,,,,,
1846,874653758, DWinSTL , , ,,,,,,,
1847,3330295799, MonopointAmy , Hawaii USA, Hawaii, USA,,,,,,
1848,979621957, Smudgeon , Portland  Oregon, Portland,  Oregon,,,,,,
1849,4108548203, boncowan65 , Pennsylvania USA, Pennsylvania, USA,,,,,,
1850,115694587, katie98026 , Washington USA, Washington, USA,,,,,,
1851,14189931, blp3 , NC, NC,,,,,,,
1852,416490624, SebastosPublius , Seattle Washington USA, Seattle, Washington, USA,,,,,
1853,47395114, GoodspeakOut , FilmMaking??Connections???????, FilmMaking??Connections???????,,,,,,,
1854,7.14908E+17, AaronSims31 , , ,,,,,,,
1855,2274090048, comeJointheFun , , ,,,,,,,
1856,3329833572, Shadonhess , , ,,,,,,,
1857,4769316554, PastorOmayra , , ,,,,,,,
1858,920133836, 4jk0 , WestCoastBestCoast , WestCoastBestCoast ,,,,,,,
